Source,Target,Type,Id,Label,timeset,Weight
0,518,Directed,477,,,3
0,519,Directed,478,,,11
0,520,Directed,479,,,10
0,521,Directed,480,,,2
0,522,Directed,481,,,1
0,523,Directed,482,,,3
0,526,Directed,483,,,1
0,527,Directed,484,,,2
0,530,Directed,485,,,3
0,533,Directed,486,,,2
0,535,Directed,487,,,2
0,541,Directed,488,,,1
0,543,Directed,489,,,1
0,544,Directed,490,,,1
0,545,Directed,491,,,3
0,546,Directed,492,,,6
0,547,Directed,493,,,2
0,551,Directed,494,,,2
0,552,Directed,495,,,1
0,556,Directed,496,,,3
0,557,Directed,497,,,2
0,560,Directed,498,,,3
0,561,Directed,499,,,2
0,562,Directed,500,,,2
0,563,Directed,501,,,1
0,564,Directed,502,,,1
0,565,Directed,503,,,2
0,566,Directed,504,,,1
0,567,Directed,505,,,7
0,568,Directed,506,,,2
0,569,Directed,507,,,2
0,570,Directed,508,,,2
0,571,Directed,509,,,1
0,572,Directed,510,,,1
0,574,Directed,511,,,3
0,575,Directed,512,,,3
0,576,Directed,513,,,3
0,578,Directed,514,,,2
0,579,Directed,515,,,1
0,580,Directed,516,,,1
0,582,Directed,517,,,5
0,583,Directed,518,,,1
0,584,Directed,519,,,1
0,586,Directed,520,,,2
0,589,Directed,521,,,1
0,590,Directed,522,,,1
0,591,Directed,523,,,3
0,592,Directed,524,,,1
0,593,Directed,525,,,1
0,594,Directed,526,,,1
0,595,Directed,527,,,1
0,596,Directed,528,,,1
0,597,Directed,529,,,1
0,598,Directed,530,,,1
0,601,Directed,531,,,1
0,602,Directed,532,,,1
0,603,Directed,533,,,1
0,604,Directed,534,,,1
0,605,Directed,535,,,1
0,606,Directed,536,,,2
0,607,Directed,537,,,2
0,608,Directed,538,,,2
0,612,Directed,539,,,1
0,613,Directed,540,,,2
0,614,Directed,541,,,2
0,615,Directed,542,,,4
0,616,Directed,543,,,1
0,617,Directed,544,,,10
0,618,Directed,545,,,2
0,624,Directed,546,,,1
0,625,Directed,547,,,1
0,626,Directed,548,,,1
0,627,Directed,549,,,1
0,628,Directed,550,,,1
0,629,Directed,551,,,1
0,630,Directed,552,,,1
0,631,Directed,553,,,1
0,632,Directed,554,,,1
0,633,Directed,555,,,1
0,634,Directed,556,,,3
0,635,Directed,557,,,1
0,636,Directed,558,,,1
0,637,Directed,559,,,1
0,638,Directed,560,,,1
0,639,Directed,561,,,1
0,640,Directed,562,,,1
0,643,Directed,563,,,2
0,644,Directed,564,,,2
0,645,Directed,565,,,1
0,646,Directed,566,,,12
0,647,Directed,567,,,2
0,648,Directed,568,,,2
0,649,Directed,569,,,1
0,650,Directed,570,,,1
0,651,Directed,571,,,1
0,652,Directed,572,,,1
0,653,Directed,573,,,2
0,654,Directed,574,,,2
0,658,Directed,575,,,2
0,659,Directed,576,,,2
0,660,Directed,577,,,1
0,661,Directed,578,,,4
0,662,Directed,579,,,1
0,663,Directed,580,,,1
0,664,Directed,581,,,1
0,665,Directed,582,,,1
0,666,Directed,583,,,1
0,667,Directed,584,,,1
0,668,Directed,585,,,1
0,669,Directed,586,,,1
0,670,Directed,587,,,1
0,671,Directed,588,,,1
0,672,Directed,589,,,3
0,673,Directed,590,,,2
0,674,Directed,591,,,1
0,675,Directed,592,,,1
0,676,Directed,593,,,1
0,677,Directed,594,,,2
0,678,Directed,595,,,2
0,679,Directed,596,,,2
0,680,Directed,597,,,1
0,686,Directed,598,,,1
0,687,Directed,599,,,3
0,688,Directed,600,,,3
0,689,Directed,601,,,3
0,690,Directed,602,,,4
0,691,Directed,603,,,2
0,694,Directed,604,,,2
0,695,Directed,605,,,2
0,696,Directed,606,,,2
0,697,Directed,607,,,5
0,698,Directed,608,,,1
0,699,Directed,609,,,2
0,700,Directed,610,,,2
0,701,Directed,611,,,1
0,702,Directed,612,,,3
0,703,Directed,613,,,1
0,704,Directed,614,,,1
0,705,Directed,615,,,2
0,706,Directed,616,,,1
0,707,Directed,617,,,1
0,708,Directed,618,,,4
0,709,Directed,619,,,1
0,710,Directed,620,,,2
0,711,Directed,621,,,2
0,740,Directed,622,,,2
0,742,Directed,623,,,2
0,743,Directed,624,,,2
0,746,Directed,625,,,2
0,747,Directed,626,,,5
0,748,Directed,627,,,3
0,754,Directed,628,,,2
0,755,Directed,629,,,1
0,756,Directed,630,,,1
0,757,Directed,631,,,1
0,758,Directed,632,,,2
0,759,Directed,633,,,1
0,760,Directed,634,,,3
0,761,Directed,635,,,3
0,762,Directed,636,,,4
0,763,Directed,637,,,3
0,764,Directed,638,,,3
0,765,Directed,639,,,2
0,766,Directed,640,,,2
0,767,Directed,641,,,1
0,768,Directed,642,,,2
0,769,Directed,643,,,1
0,772,Directed,644,,,3
0,773,Directed,645,,,1
0,774,Directed,646,,,1
0,775,Directed,647,,,3
0,776,Directed,648,,,1
0,777,Directed,649,,,1
0,778,Directed,650,,,1
0,779,Directed,651,,,1
0,780,Directed,652,,,1
0,781,Directed,653,,,1
0,782,Directed,654,,,1
0,783,Directed,655,,,1
0,784,Directed,656,,,1
0,785,Directed,657,,,1
0,786,Directed,658,,,3
0,787,Directed,659,,,1
0,789,Directed,660,,,2
0,790,Directed,661,,,2
0,791,Directed,662,,,2
0,792,Directed,663,,,2
0,793,Directed,664,,,2
0,794,Directed,665,,,6
0,795,Directed,666,,,1
0,796,Directed,667,,,1
0,797,Directed,668,,,1
0,798,Directed,669,,,1
0,799,Directed,670,,,1
0,800,Directed,671,,,3
0,801,Directed,672,,,2
0,802,Directed,673,,,5
0,803,Directed,674,,,1
0,808,Directed,675,,,1
0,809,Directed,676,,,3
0,811,Directed,677,,,2
0,812,Directed,678,,,4
0,817,Directed,679,,,3
0,818,Directed,680,,,2
0,819,Directed,681,,,3
0,838,Directed,682,,,2
0,839,Directed,683,,,2
0,840,Directed,684,,,2
0,841,Directed,685,,,1
0,842,Directed,686,,,2
0,848,Directed,687,,,2
0,851,Directed,688,,,2
0,852,Directed,689,,,3
0,853,Directed,690,,,2
0,854,Directed,691,,,2
0,855,Directed,692,,,3
0,856,Directed,693,,,3
0,857,Directed,694,,,3
0,858,Directed,695,,,1
0,859,Directed,696,,,1
0,860,Directed,697,,,2
0,861,Directed,698,,,4
0,863,Directed,699,,,2
0,864,Directed,700,,,2
0,865,Directed,701,,,2
0,866,Directed,702,,,1
0,867,Directed,703,,,2
0,868,Directed,704,,,2
0,869,Directed,705,,,1
0,870,Directed,706,,,1
0,871,Directed,707,,,1
0,872,Directed,708,,,2
0,873,Directed,709,,,2
0,874,Directed,710,,,1
0,875,Directed,711,,,1
0,876,Directed,712,,,1
0,877,Directed,713,,,1
0,878,Directed,714,,,1
0,879,Directed,715,,,1
0,880,Directed,716,,,1
0,884,Directed,717,,,1
0,885,Directed,718,,,1
0,887,Directed,719,,,1
0,889,Directed,720,,,1
0,890,Directed,721,,,1
2,0,Directed,722,,,19
2,1,Directed,723,,,13
2,3,Directed,724,,,12
2,4,Directed,725,,,15
2,26,Directed,726,,,1
2,27,Directed,727,,,8
2,28,Directed,728,,,1
2,55,Directed,729,,,1
2,57,Directed,730,,,11
2,58,Directed,731,,,2
2,59,Directed,732,,,1
2,60,Directed,733,,,4
2,77,Directed,734,,,1
2,221,Directed,735,,,2
2,222,Directed,736,,,2
2,223,Directed,737,,,1
2,342,Directed,738,,,5
2,396,Directed,739,,,2
2,398,Directed,740,,,2
3,0,Directed,741,,,13
3,1,Directed,742,,,12
3,2,Directed,743,,,12
3,4,Directed,744,,,9
3,27,Directed,745,,,4
3,55,Directed,746,,,1
3,57,Directed,747,,,6
3,58,Directed,748,,,2
3,59,Directed,749,,,1
3,60,Directed,750,,,4
3,77,Directed,751,,,1
3,221,Directed,752,,,2
3,222,Directed,753,,,2
3,223,Directed,754,,,1
3,396,Directed,755,,,2
3,398,Directed,756,,,2
4,0,Directed,757,,,594
4,1,Directed,758,,,22
4,2,Directed,759,,,15
4,3,Directed,760,,,9
4,6,Directed,761,,,1
4,8,Directed,762,,,10
4,12,Directed,763,,,6
4,17,Directed,764,,,1
4,19,Directed,765,,,12
4,20,Directed,766,,,1
4,21,Directed,767,,,13
4,24,Directed,768,,,3
4,25,Directed,769,,,23
4,26,Directed,770,,,96
4,27,Directed,771,,,173
4,28,Directed,772,,,87
4,29,Directed,773,,,1
4,30,Directed,774,,,1
4,31,Directed,775,,,1
4,32,Directed,776,,,4
4,33,Directed,777,,,1
4,34,Directed,778,,,1
4,35,Directed,779,,,1
4,36,Directed,780,,,1
4,37,Directed,781,,,1
4,38,Directed,782,,,1
4,41,Directed,783,,,1
4,42,Directed,784,,,1
4,43,Directed,785,,,1
4,44,Directed,786,,,1
4,45,Directed,787,,,1
4,46,Directed,788,,,1
4,47,Directed,789,,,1
4,49,Directed,790,,,1
4,50,Directed,791,,,1
4,51,Directed,792,,,13
4,52,Directed,793,,,1
4,53,Directed,794,,,1
4,54,Directed,795,,,3
4,55,Directed,796,,,37
4,56,Directed,797,,,8
4,57,Directed,798,,,150
4,58,Directed,799,,,43
4,59,Directed,800,,,38
4,60,Directed,801,,,99
4,62,Directed,802,,,2
4,63,Directed,803,,,3
4,77,Directed,804,,,37
4,78,Directed,805,,,1
4,79,Directed,806,,,1
4,83,Directed,807,,,14
4,91,Directed,808,,,6
4,93,Directed,809,,,1
4,98,Directed,810,,,8
4,99,Directed,811,,,2
4,100,Directed,812,,,2
4,101,Directed,813,,,33
4,105,Directed,814,,,1
4,106,Directed,815,,,1
4,107,Directed,816,,,1
4,111,Directed,817,,,2
4,112,Directed,818,,,88
4,119,Directed,819,,,4
4,120,Directed,820,,,3
4,134,Directed,821,,,1
4,135,Directed,822,,,1
4,142,Directed,823,,,1
4,144,Directed,824,,,2
4,145,Directed,825,,,37
4,146,Directed,826,,,1
4,151,Directed,827,,,1
4,152,Directed,828,,,1
4,155,Directed,829,,,12
4,156,Directed,830,,,1
4,164,Directed,831,,,15
4,165,Directed,832,,,1
4,166,Directed,833,,,1
4,167,Directed,834,,,1
4,168,Directed,835,,,1
4,169,Directed,836,,,1
4,171,Directed,837,,,3
4,173,Directed,838,,,8
4,174,Directed,839,,,2
4,176,Directed,840,,,1
4,177,Directed,841,,,4
4,178,Directed,842,,,2
4,179,Directed,843,,,23
4,183,Directed,844,,,1
4,195,Directed,845,,,1
4,196,Directed,846,,,4
4,202,Directed,847,,,2
4,203,Directed,848,,,20
4,204,Directed,849,,,2
4,205,Directed,850,,,2
4,206,Directed,851,,,1
4,207,Directed,852,,,2
4,208,Directed,853,,,3
4,209,Directed,854,,,16
4,210,Directed,855,,,4
4,213,Directed,856,,,4
4,214,Directed,857,,,4
4,216,Directed,858,,,1
4,217,Directed,859,,,1
4,218,Directed,860,,,3
4,219,Directed,861,,,9
4,221,Directed,862,,,14
4,222,Directed,863,,,24
4,223,Directed,864,,,15
4,224,Directed,865,,,1
4,225,Directed,866,,,1
4,226,Directed,867,,,1
4,227,Directed,868,,,1
4,228,Directed,869,,,1
4,234,Directed,870,,,1
4,235,Directed,871,,,1
4,236,Directed,872,,,1
4,238,Directed,873,,,9
4,239,Directed,874,,,16
4,240,Directed,875,,,1
4,241,Directed,876,,,1
4,242,Directed,877,,,1
4,250,Directed,878,,,1
4,252,Directed,879,,,1
4,256,Directed,880,,,1
4,257,Directed,881,,,14
4,258,Directed,882,,,13
4,259,Directed,883,,,1
4,260,Directed,884,,,1
4,261,Directed,885,,,15
4,262,Directed,886,,,1
4,263,Directed,887,,,1
4,264,Directed,888,,,1
4,265,Directed,889,,,1
4,266,Directed,890,,,18
4,267,Directed,891,,,3
4,275,Directed,892,,,1
4,278,Directed,893,,,1
4,279,Directed,894,,,1
4,280,Directed,895,,,1
4,281,Directed,896,,,1
4,282,Directed,897,,,2
4,283,Directed,898,,,3
4,284,Directed,899,,,3
4,285,Directed,900,,,9
4,286,Directed,901,,,4
4,287,Directed,902,,,2
4,290,Directed,903,,,2
4,291,Directed,904,,,5
4,292,Directed,905,,,2
4,293,Directed,906,,,2
4,294,Directed,907,,,2
4,295,Directed,908,,,2
4,296,Directed,909,,,2
4,297,Directed,910,,,2
4,298,Directed,911,,,2
4,301,Directed,912,,,1
4,302,Directed,913,,,1
4,305,Directed,914,,,13
4,306,Directed,915,,,34
4,307,Directed,916,,,7
4,308,Directed,917,,,2
4,318,Directed,918,,,1
4,320,Directed,919,,,1
4,321,Directed,920,,,7
4,330,Directed,921,,,1
4,336,Directed,922,,,6
4,339,Directed,923,,,1
4,342,Directed,924,,,15
4,353,Directed,925,,,9
4,354,Directed,926,,,5
4,357,Directed,927,,,12
4,358,Directed,928,,,1
4,359,Directed,929,,,1
4,364,Directed,930,,,1
4,365,Directed,931,,,1
4,367,Directed,932,,,5
4,368,Directed,933,,,2
4,377,Directed,934,,,1
4,383,Directed,935,,,2
4,384,Directed,936,,,1
4,385,Directed,937,,,1
4,392,Directed,938,,,1
4,395,Directed,939,,,1
4,396,Directed,940,,,13
4,397,Directed,941,,,11
4,398,Directed,942,,,11
4,399,Directed,943,,,10
4,400,Directed,944,,,10
4,401,Directed,945,,,8
4,406,Directed,946,,,2
4,407,Directed,947,,,2
4,408,Directed,948,,,2
4,409,Directed,949,,,3
4,410,Directed,950,,,2
4,411,Directed,951,,,3
4,412,Directed,952,,,3
4,413,Directed,953,,,1
4,414,Directed,954,,,3
4,415,Directed,955,,,2
4,422,Directed,956,,,2
4,424,Directed,957,,,5
4,425,Directed,958,,,1
4,426,Directed,959,,,5
4,427,Directed,960,,,3
4,428,Directed,961,,,1
4,429,Directed,962,,,1
4,430,Directed,963,,,1
4,433,Directed,964,,,1
4,434,Directed,965,,,1
4,444,Directed,966,,,1
4,445,Directed,967,,,5
4,446,Directed,968,,,1
4,447,Directed,969,,,1
4,449,Directed,970,,,13
4,452,Directed,971,,,10
4,454,Directed,972,,,1
4,455,Directed,973,,,1
4,456,Directed,974,,,1
4,460,Directed,975,,,1
4,470,Directed,976,,,2
4,471,Directed,977,,,2
4,473,Directed,978,,,1
4,474,Directed,979,,,1
4,475,Directed,980,,,1
4,476,Directed,981,,,1
4,477,Directed,982,,,1
4,486,Directed,983,,,1
4,489,Directed,984,,,2
4,491,Directed,985,,,1
4,498,Directed,986,,,1
4,499,Directed,987,,,1
4,500,Directed,988,,,1
4,501,Directed,989,,,1
4,511,Directed,990,,,7
4,513,Directed,991,,,4
4,514,Directed,992,,,4
4,515,Directed,993,,,5
